"Step","hyperparam_search_20251130_222107_11 - unlearned/retain_accuracy","hyperparam_search_20251130_222107_11 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_222107_11 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_193905_10 - unlearned/retain_accuracy","hyperparam_search_20251130_193905_10 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_193905_10 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_170019_9 - unlearned/retain_accuracy","hyperparam_search_20251130_170019_9 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_170019_9 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_143315_8 - unlearned/retain_accuracy","hyperparam_search_20251130_143315_8 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_143315_8 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_122331_7 - unlearned/retain_accuracy","hyperparam_search_20251130_122331_7 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_122331_7 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_095617_6 - unlearned/retain_accuracy","hyperparam_search_20251130_095617_6 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_095617_6 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_071337_5 - unlearned/retain_accuracy","hyperparam_search_20251130_071337_5 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_071337_5 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_043212_4 - unlearned/retain_accuracy","hyperparam_search_20251130_043212_4 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_043212_4 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_015124_3 - unlearned/retain_accuracy","hyperparam_search_20251130_015124_3 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_015124_3 - unlearned/retain_accuracy__MAX","hyperparam_search_20251129_231011_2 - unlearned/retain_accuracy","hyperparam_search_20251129_231011_2 - unlearned/retain_accuracy__MIN","hyperparam_search_20251129_231011_2 - unlearned/retain_accuracy__MAX"
"1","0.9995833333333334","0.9995833333333334","0.9995833333333334","0.8769722222222223","0.8769722222222223","0.8769722222222223","0.99975","0.99975","0.99975","0.9807222222222223","0.9807222222222223","0.9807222222222223","0.9996111111111111","0.9996111111111111","0.9996111111111111","0.99125","0.99125","0.99125","0.9995277777777778","0.9995277777777778","0.9995277777777778","0.9909444444444444","0.9909444444444444","0.9909444444444444","0.9997222222222222","0.9997222222222222","0.9997222222222222","0.9934444444444445","0.9934444444444445","0.9934444444444445"
