"Step","hyperparam_search_20251201_101525_16 - unlearned/forget_accuracy","hyperparam_search_20251201_101525_16 - unlearned/forget_accuracy__MIN","hyperparam_search_20251201_101525_16 - unlearned/forget_accuracy__MAX","hyperparam_search_20251201_083717_15 - unlearned/forget_accuracy","hyperparam_search_20251201_083717_15 - unlearned/forget_accuracy__MIN","hyperparam_search_20251201_083717_15 - unlearned/forget_accuracy__MAX","hyperparam_search_20251201_064023_14 - unlearned/forget_accuracy","hyperparam_search_20251201_064023_14 - unlearned/forget_accuracy__MIN","hyperparam_search_20251201_064023_14 - unlearned/forget_accuracy__MAX","hyperparam_search_20251201_035956_13 - unlearned/forget_accuracy","hyperparam_search_20251201_035956_13 - unlearned/forget_accuracy__MIN","hyperparam_search_20251201_035956_13 - unlearned/forget_accuracy__MAX","hyperparam_search_20251201_010656_12 - unlearned/forget_accuracy","hyperparam_search_20251201_010656_12 - unlearned/forget_accuracy__MIN","hyperparam_search_20251201_010656_12 - unlearned/forget_accuracy__MAX","hyperparam_search_20251130_222107_11 - unlearned/forget_accuracy","hyperparam_search_20251130_222107_11 - unlearned/forget_accuracy__MIN","hyperparam_search_20251130_222107_11 - unlearned/forget_accuracy__MAX","hyperparam_search_20251130_193905_10 - unlearned/forget_accuracy","hyperparam_search_20251130_193905_10 - unlearned/forget_accuracy__MIN","hyperparam_search_20251130_193905_10 - unlearned/forget_accuracy__MAX","hyperparam_search_20251130_170019_9 - unlearned/forget_accuracy","hyperparam_search_20251130_170019_9 - unlearned/forget_accuracy__MIN","hyperparam_search_20251130_170019_9 - unlearned/forget_accuracy__MAX","hyperparam_search_20251130_143315_8 - unlearned/forget_accuracy","hyperparam_search_20251130_143315_8 - unlearned/forget_accuracy__MIN","hyperparam_search_20251130_143315_8 - unlearned/forget_accuracy__MAX","hyperparam_search_20251130_122331_7 - unlearned/forget_accuracy","hyperparam_search_20251130_122331_7 - unlearned/forget_accuracy__MIN","hyperparam_search_20251130_122331_7 - unlearned/forget_accuracy__MAX"
"1","0.70525","0.70525","0.70525","0.91475","0.91475","0.91475","0.78","0.78","0.78","0.9345","0.9345","0.9345","0.8025","0.8025","0.8025","0.95425","0.95425","0.95425","0.81","0.81","0.81","0.97525","0.97525","0.97525","0.7505","0.7505","0.7505","0.92675","0.92675","0.92675"
