"Step","hyperparam_search_20251201_101525_16 - unlearned/retain_accuracy","hyperparam_search_20251201_101525_16 - unlearned/retain_accuracy__MIN","hyperparam_search_20251201_101525_16 - unlearned/retain_accuracy__MAX","hyperparam_search_20251201_083717_15 - unlearned/retain_accuracy","hyperparam_search_20251201_083717_15 - unlearned/retain_accuracy__MIN","hyperparam_search_20251201_083717_15 - unlearned/retain_accuracy__MAX","hyperparam_search_20251201_064023_14 - unlearned/retain_accuracy","hyperparam_search_20251201_064023_14 - unlearned/retain_accuracy__MIN","hyperparam_search_20251201_064023_14 - unlearned/retain_accuracy__MAX","hyperparam_search_20251201_035956_13 - unlearned/retain_accuracy","hyperparam_search_20251201_035956_13 - unlearned/retain_accuracy__MIN","hyperparam_search_20251201_035956_13 - unlearned/retain_accuracy__MAX","hyperparam_search_20251201_010656_12 - unlearned/retain_accuracy","hyperparam_search_20251201_010656_12 - unlearned/retain_accuracy__MIN","hyperparam_search_20251201_010656_12 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_222107_11 - unlearned/retain_accuracy","hyperparam_search_20251130_222107_11 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_222107_11 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_193905_10 - unlearned/retain_accuracy","hyperparam_search_20251130_193905_10 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_193905_10 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_170019_9 - unlearned/retain_accuracy","hyperparam_search_20251130_170019_9 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_170019_9 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_143315_8 - unlearned/retain_accuracy","hyperparam_search_20251130_143315_8 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_143315_8 - unlearned/retain_accuracy__MAX","hyperparam_search_20251130_122331_7 - unlearned/retain_accuracy","hyperparam_search_20251130_122331_7 - unlearned/retain_accuracy__MIN","hyperparam_search_20251130_122331_7 - unlearned/retain_accuracy__MAX"
"1","0.8771388888888889","0.8771388888888889","0.8771388888888889","0.9995833333333334","0.9995833333333334","0.9995833333333334","0.8898333333333334","0.8898333333333334","0.8898333333333334","0.9996388888888889","0.9996388888888889","0.9996388888888889","0.8758611111111111","0.8758611111111111","0.8758611111111111","0.9995833333333334","0.9995833333333334","0.9995833333333334","0.8769722222222223","0.8769722222222223","0.8769722222222223","0.99975","0.99975","0.99975","0.9807222222222223","0.9807222222222223","0.9807222222222223","0.9996111111111111","0.9996111111111111","0.9996111111111111"
